project_id,relative_path,absolute_path,bytes,sha256
model_error,reference\upstream_snapshots\robust_residual\CALIBRATION_SCENARIOS.csv,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_dual_timescale_prototype_iter01\reference\upstream_snapshots\zhou_icf_mpc_model_error_decomposition_iter01\reference\upstream_snapshots\robust_residual\CALIBRATION_SCENARIOS.csv,3402,387a6a12fad05ed5cc2f22aac517707c15023ebb646f4aa505db30d84c2b99f7
model_error,reference\upstream_snapshots\robust_residual\DATA_SPLIT.md,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_dual_timescale_prototype_iter01\reference\upstream_snapshots\zhou_icf_mpc_model_error_decomposition_iter01\reference\upstream_snapshots\robust_residual\DATA_SPLIT.md,490,6b398775cccce09f67bbe14f885d1a0846847972199519c5a828d40228700f42
model_error,reference\upstream_snapshots\robust_residual\EXPERIMENT_HANDOFF.md,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_dual_timescale_prototype_iter01\reference\upstream_snapshots\zhou_icf_mpc_model_error_decomposition_iter01\reference\upstream_snapshots\robust_residual\EXPERIMENT_HANDOFF.md,3515,32cea93f5a728ea4ad600046d06b67c5a539e08e77270b124a08caf2c8a63ad0
model_error,reference\upstream_snapshots\robust_residual\FINAL_ROBUST_CONSTRAINT_REPORT.md,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_dual_timescale_prototype_iter01\reference\upstream_snapshots\zhou_icf_mpc_model_error_decomposition_iter01\reference\upstream_snapshots\robust_residual\FINAL_ROBUST_CONSTRAINT_REPORT.md,8275,f92968da977ea19074bd3f74571a5a6db7bbad1c78ea9dfd9dd849c3d86ee716
model_error,reference\upstream_snapshots\robust_residual\README.md,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_dual_timescale_prototype_iter01\reference\upstream_snapshots\zhou_icf_mpc_model_error_decomposition_iter01\reference\upstream_snapshots\robust_residual\README.md,3439,e1eb950e41cbce05b61f4c9b3e56a9f37d71f330af6d7d1c8c1d095a463cd59e
model_error,reference\upstream_snapshots\robust_residual\RESIDUAL_ALIGNMENT_AUDIT.md,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_dual_timescale_prototype_iter01\reference\upstream_snapshots\zhou_icf_mpc_model_error_decomposition_iter01\reference\upstream_snapshots\robust_residual\RESIDUAL_ALIGNMENT_AUDIT.md,567,59fb9fb430186788d52f81c23618ea724a9ddffc4841d500c3b1511914855ac9
model_error,reference\upstream_snapshots\robust_residual\RESIDUAL_DATASET_SCHEMA.md,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_dual_timescale_prototype_iter01\reference\upstream_snapshots\zhou_icf_mpc_model_error_decomposition_iter01\reference\upstream_snapshots\robust_residual\RESIDUAL_DATASET_SCHEMA.md,398,bb5ed9d73e4b465a8313a334faf4c895e1ffc910141fc10850a308d5d8129838
model_error,reference\upstream_snapshots\robust_residual\robust_scenario_splits.m,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_dual_timescale_prototype_iter01\reference\upstream_snapshots\zhou_icf_mpc_model_error_decomposition_iter01\reference\upstream_snapshots\robust_residual\robust_scenario_splits.m,3965,ff1253c24b0c70748a0c3c5e9f1fd5069996d33dee22a6b0ac25bc7882e32257
model_error,reference\upstream_snapshots\robust_residual\TEST_SCENARIOS.csv,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_dual_timescale_prototype_iter01\reference\upstream_snapshots\zhou_icf_mpc_model_error_decomposition_iter01\reference\upstream_snapshots\robust_residual\TEST_SCENARIOS.csv,6405,24c9c3f148bcf51fdccfd8234c64151b7e2db57231f541afa4770d3c098f3937
model_error,reference\upstream_snapshots\robust_residual\VALIDATION_SCENARIOS.csv,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_dual_timescale_prototype_iter01\reference\upstream_snapshots\zhou_icf_mpc_model_error_decomposition_iter01\reference\upstream_snapshots\robust_residual\VALIDATION_SCENARIOS.csv,4592,10d703ae4e44d80c928423ee69c17fd07ff74befd543a11b719f50e03380198f
model_error,reference\upstream_snapshots\s2_feasibility\BASELINE_COMPARISON.csv,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_dual_timescale_prototype_iter01\reference\upstream_snapshots\zhou_icf_mpc_model_error_decomposition_iter01\reference\upstream_snapshots\s2_feasibility\BASELINE_COMPARISON.csv,2825,b44f75e96d8e12dc91a1e6124b7c67f8c8a48c5aa1a058a9d87a57cf3796ac06
model_error,reference\upstream_snapshots\s2_feasibility\FEASIBILITY_CONTROL_DECISION.md,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_dual_timescale_prototype_iter01\reference\upstream_snapshots\zhou_icf_mpc_model_error_decomposition_iter01\reference\upstream_snapshots\s2_feasibility\FEASIBILITY_CONTROL_DECISION.md,747,a160e2b88abe09fd5c469815a4402ce96559054b947ca7f3becef321944ea982
model_error,reference\upstream_snapshots\s2_feasibility\FINAL_FEASIBILITY_CONTROL_REPORT.md,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_dual_timescale_prototype_iter01\reference\upstream_snapshots\zhou_icf_mpc_model_error_decomposition_iter01\reference\upstream_snapshots\s2_feasibility\FINAL_FEASIBILITY_CONTROL_REPORT.md,2462,76f056cf74375086d15c125e911efcbb2ffb43aa0d9da728857e50ca88582a21
model_error,reference\upstream_snapshots\s2_feasibility\NEGATIVE_ID_ADMISSION.csv,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_dual_timescale_prototype_iter01\reference\upstream_snapshots\zhou_icf_mpc_model_error_decomposition_iter01\reference\upstream_snapshots\s2_feasibility\NEGATIVE_ID_ADMISSION.csv,15199,17b05c394d7e838a87be92ff9b9a20d34a51990c6a768a12128b10f6af8d7112
model_error,reference\upstream_snapshots\s2_feasibility\SIX_CONDITION_COMPARISON.csv,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_dual_timescale_prototype_iter01\reference\upstream_snapshots\zhou_icf_mpc_model_error_decomposition_iter01\reference\upstream_snapshots\s2_feasibility\SIX_CONDITION_COMPARISON.csv,21727,f684e21689226a50303e69c0111683da2624c49a20eb3e1a25271b8ce13306a8
model_error,reference\upstream_snapshots\sequence_decomposition\baseline_comparison.csv,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_dual_timescale_prototype_iter01\reference\upstream_snapshots\zhou_icf_mpc_model_error_decomposition_iter01\reference\upstream_snapshots\sequence_decomposition\baseline_comparison.csv,804,6ef4a80bb85d6d17bef701325d68d957937ec14d8596ea6fc52e56e6e4b1df12
model_error,reference\upstream_snapshots\sequence_decomposition\candidate_decision_comparison.csv,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_dual_timescale_prototype_iter01\reference\upstream_snapshots\zhou_icf_mpc_model_error_decomposition_iter01\reference\upstream_snapshots\sequence_decomposition\candidate_decision_comparison.csv,20698,c26e6116556ce7a254686cc1cb90be27f0017cc852e70f6a741791b1a6d48f13
model_error,reference\upstream_snapshots\sequence_decomposition\final_decision.csv,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_dual_timescale_prototype_iter01\reference\upstream_snapshots\zhou_icf_mpc_model_error_decomposition_iter01\reference\upstream_snapshots\sequence_decomposition\final_decision.csv,506,c62b5a43f47bc8e1ef868ce2cd19312f8d40ad596ffd943c94e0d23ad2239eb3
model_error,reference\upstream_snapshots\sequence_decomposition\HANDOFF.md,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_dual_timescale_prototype_iter01\reference\upstream_snapshots\zhou_icf_mpc_model_error_decomposition_iter01\reference\upstream_snapshots\sequence_decomposition\HANDOFF.md,7614,704af78deb0008f87412234076d3699a66e5aa9172361edb11403675c93879bf
model_error,reference\upstream_snapshots\sequence_decomposition\overall_metrics.csv,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_dual_timescale_prototype_iter01\reference\upstream_snapshots\zhou_icf_mpc_model_error_decomposition_iter01\reference\upstream_snapshots\sequence_decomposition\overall_metrics.csv,2392,42a70f927bcb0f590bfefebb9496e1fddded23cd876c26f74e24c49e4acbee95
model_error,reference\upstream_snapshots\sequence_decomposition\PREVIOUS_WORK_INVENTORY.md,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_dual_timescale_prototype_iter01\reference\upstream_snapshots\zhou_icf_mpc_model_error_decomposition_iter01\reference\upstream_snapshots\sequence_decomposition\PREVIOUS_WORK_INVENTORY.md,5410,1d2fd93b09d6dec68841c728e2ea89d4b50ba44028828edaede3c421966ed872
model_error,reference\upstream_snapshots\sequence_decomposition\README.md,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_dual_timescale_prototype_iter01\reference\upstream_snapshots\zhou_icf_mpc_model_error_decomposition_iter01\reference\upstream_snapshots\sequence_decomposition\README.md,4523,c737d3d5873151742784bd9618abd4850c2f111f5d8e8cd0f5253b4aaf79a4bf
model_error,reference\upstream_snapshots\sequence_decomposition\residual_decomposition.csv,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_dual_timescale_prototype_iter01\reference\upstream_snapshots\zhou_icf_mpc_model_error_decomposition_iter01\reference\upstream_snapshots\sequence_decomposition\residual_decomposition.csv,4396,a2783aa730450f07f0c96bebb673e0c6f3eebcba3fc4473aad2f672746479b3a
model_error,reference\upstream_snapshots\sequence_decomposition\RUN_AND_REPRODUCE.md,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_dual_timescale_prototype_iter01\reference\upstream_snapshots\zhou_icf_mpc_model_error_decomposition_iter01\reference\upstream_snapshots\sequence_decomposition\RUN_AND_REPRODUCE.md,5414,903001361efc5e9fe6000c414a844b38e7e7d27782fb1d720e5ddd936c1fd76c
model_error,reference\upstream_snapshots\sequence_decomposition\SEQUENCE_DECOMPOSITION_REPORT.md,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_dual_timescale_prototype_iter01\reference\upstream_snapshots\zhou_icf_mpc_model_error_decomposition_iter01\reference\upstream_snapshots\sequence_decomposition\SEQUENCE_DECOMPOSITION_REPORT.md,1153,f31c31a0e0c170e43bf486ed3ec444af3438391368703347057804dbe2ed7c57
model_error,reference\upstream_snapshots\sequence_decomposition\simulation_case_summary.csv,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_dual_timescale_prototype_iter01\reference\upstream_snapshots\zhou_icf_mpc_model_error_decomposition_iter01\reference\upstream_snapshots\sequence_decomposition\simulation_case_summary.csv,19999,17dea88e85017f09b036553235dabbbd33c05d9b4b82cedfd2865a73b264aef1
model_error,reference\upstream_snapshots\sequence_decomposition\TIMING_ALIGNMENT_AUDIT.md,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_dual_timescale_prototype_iter01\reference\upstream_snapshots\zhou_icf_mpc_model_error_decomposition_iter01\reference\upstream_snapshots\sequence_decomposition\TIMING_ALIGNMENT_AUDIT.md,3952,ab72a924ef10d59452d2edc17cb462786018a2816e6a6539bfdbe532e93c7565
model_error,results\figures\01_predictors_vs_actual.png,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_dual_timescale_prototype_iter01\reference\upstream_snapshots\zhou_icf_mpc_model_error_decomposition_iter01\results\figures\01_predictors_vs_actual.png,167303,61cc07090c1f0fdf89a0e7c8fada53857538f4a4aabf3c80e4915ecf8a86e38d
model_error,results\figures\02_residual_rms_by_predictor.png,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_dual_timescale_prototype_iter01\reference\upstream_snapshots\zhou_icf_mpc_model_error_decomposition_iter01\results\figures\02_residual_rms_by_predictor.png,32070,9a314e32118eb1a7666b34a322e1603fd2ad09c89e893aaf4d48b249a2ace9be
model_error,results\figures\03_false_safe_by_predictor.png,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_dual_timescale_prototype_iter01\reference\upstream_snapshots\zhou_icf_mpc_model_error_decomposition_iter01\results\figures\03_false_safe_by_predictor.png,27560,04c4bd07940ac2164d62389f99e5638da48022821c92f381ac9225f427191408
model_error,results\figures\04_F_replacement_time_domain.png,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_dual_timescale_prototype_iter01\reference\upstream_snapshots\zhou_icf_mpc_model_error_decomposition_iter01\results\figures\04_F_replacement_time_domain.png,150092,72619f387c69de284f329c0c0dc69b7a9e063af922d84721b7a860291be325f4
model_error,results\figures\05_alpha_replacement_time_domain.png,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_dual_timescale_prototype_iter01\reference\upstream_snapshots\zhou_icf_mpc_model_error_decomposition_iter01\results\figures\05_alpha_replacement_time_domain.png,78730,02b795aeeb55d4d49540244630b56d0eef9fe46994c7b718a60ba7adf8e92cf0
model_error,results\figures\06_P3_P4_P5_error_chain.png,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_dual_timescale_prototype_iter01\reference\upstream_snapshots\zhou_icf_mpc_model_error_decomposition_iter01\results\figures\06_P3_P4_P5_error_chain.png,119863,037c81235b94579c629cf5fd0e6cacd5319ed9ed5755ba9fc7f88535011f9699
model_error,results\figures\07_candidate_top1_flip_matrix.png,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_dual_timescale_prototype_iter01\reference\upstream_snapshots\zhou_icf_mpc_model_error_decomposition_iter01\results\figures\07_candidate_top1_flip_matrix.png,120073,f776883264c11bebc2f07b3ae7095934d438140bb7b4641ee4cea73b118b54f7
model_error,results\figures\08_candidate_mode_flip_matrix.png,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_dual_timescale_prototype_iter01\reference\upstream_snapshots\zhou_icf_mpc_model_error_decomposition_iter01\results\figures\08_candidate_mode_flip_matrix.png,120486,f585dc167c5ffe1d78f5212327ca32519d58df56212831e0879d28c76c5ff74a
model_error,results\figures\09_residual_vs_delta_F.png,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_dual_timescale_prototype_iter01\reference\upstream_snapshots\zhou_icf_mpc_model_error_decomposition_iter01\results\figures\09_residual_vs_delta_F.png,127756,8deb47ee6c21d96eca1d7a2727d3b048bd55cf774c434d4d1e634d85f257bcb5
model_error,results\figures\10_residual_vs_alpha_error.png,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_dual_timescale_prototype_iter01\reference\upstream_snapshots\zhou_icf_mpc_model_error_decomposition_iter01\results\figures\10_residual_vs_alpha_error.png,82947,5997450210d1b5a5e5af6f6eb6ed14713f53bf7e34013cb0c9f6e7f380d776ac
model_error,results\figures\11_residual_vs_state.png,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_dual_timescale_prototype_iter01\reference\upstream_snapshots\zhou_icf_mpc_model_error_decomposition_iter01\results\figures\11_residual_vs_state.png,92309,684207738c3b78a22fa8c6d8f525c80d72b55d2f7730da17980a32bb8cf7f2d2
model_error,results\figures\12_residual_spectrum.png,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_dual_timescale_prototype_iter01\reference\upstream_snapshots\zhou_icf_mpc_model_error_decomposition_iter01\results\figures\12_residual_spectrum.png,72426,35f46152ac57faaa1c531a0d38d8b1cffa5a3dbce9b08c018b0fc794a3451331
